Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Failure Type,y_labels
1,-1.7023299477975316,-1.6213687437728947,1.5073139133262403,-1.4934048928236157,1,No Failure
2,1.1974400026054626,0.3332569387880877,-0.2162938031555673,-0.3297317896239622,1,No Failure
2,-0.7024092752447672,-0.205950146056333,-0.651379246150975,0.9743846191342698,1,No Failure
2,-0.7024092752447672,-1.216963430139608,-0.2832300251548608,0.4025797322171985,1,No Failure
2,-0.7024092752447672,0.0636533963658965,-0.4505705801530945,0.1919147738793301,1,No Failure
0,-1.6523339141699105,-1.4191660869562706,-0.6402232091510928,1.3856828711272502,1,No Failure
1,0.2975113973079973,0.4006578243936547,-0.472882654152859,-0.0287818491412933,1,No Failure
0,-1.0523815106382577,-1.5539678581673662,0.4419123798374854,-0.4099851070860077,1,No Failure
2,2.0973686079029563,2.3552835069546374,-0.0377972111574512,0.1317247857827961,1,No Failure
1,-0.0524608380854929,-0.4081528028729957,-1.2091810961450875,1.3957145358100058,1,No Failure
1,0.5474915654461884,0.8050631380269416,1.312083265828301,-1.0419799820996123,1,No Failure
1,-0.3024410062236841,-0.677756345295187,-0.5732869871517993,0.793814654844668,1,No Failure
1,-0.8024013425000663,-0.3407519172674287,3.426152277305987,-2.476508031733668,3,Power Failure
1,1.0474519017225707,0.8050631380269416,-0.472882654152859,1.9273927639960544,3,Power Failure
1,-1.6023378805422608,-1.3517652013507035,-0.8242978196491499,1.445872859223784,1,No Failure
2,0.3475074309356185,0.670261366815846,0.9327780078323044,-1.5034365575063715,1,No Failure
2,1.997376540647685,2.018279078926879,-0.472882654152859,0.6834663433343559,1,No Failure
1,-1.3023616787764485,-1.082161658928512,-1.1757129851454409,2.1882160457477005,1,No Failure
1,-0.7024092752447672,-0.4755536884785243,-0.5007727466525647,0.6533713492860893,1,No Failure
1,1.2474360362331125,1.2768693372657955,-0.4840386911527413,0.7436563314308898,1,No Failure
2,-0.7524053088724167,-0.9473598877173782,-1.0864646891463827,1.3054295536652054,1,No Failure
1,1.8973844733924148,1.950878193321312,0.1909015473401348,-0.5403967479618307,1,No Failure
1,0.1975193300526981,-0.0711483748452374,-0.9079680971482668,0.3524214088034203,1,No Failure
2,0.4474994981908892,0.5354595956047504,-0.7629396161497976,0.8138779842101795,1,No Failure
1,0.3475074309356185,0.5354595956047504,-0.294386062154743,-0.2896051308929399,1,No Failure
1,1.797392406137144,1.8160764221102164,-0.6123331166513871,0.7737513254791571,1,No Failure
1,-0.0024648044578433,1.0072657948436043,-0.5230848206523292,0.1618197798310635,1,No Failure
1,1.947380507020036,2.085679964532446,-0.5509749131520348,0.1116614564172853,1,No Failure
1,0.997455868094921,0.737662252421413,-0.740627542150033,1.0546379365963146,1,No Failure
2,1.1474439689778415,1.1420675660547,-0.0210631556576279,-0.1692251546998727,1,No Failure
1,0.8974638008396503,0.1984551675769921,0.8323736748333642,-1.1222332995616573,1,No Failure
1,-1.6523339141699105,-1.4865669725617991,0.3693981393382508,-0.8714416824927665,1,No Failure
0,0.9474598344672714,-0.1385492604507661,1.0331823408312446,-1.2526449404374806,1,No Failure
2,0.8474677672120007,0.670261366815846,-1.2705392996444398,0.6834663433343559,1,No Failure
0,0.6974796663290803,0.4006578243936547,0.7542814158341884,-0.640713394789387,1,No Failure
1,-0.8523973761276875,-1.3517652013507035,7.514839837762832,-3.630149470250565,3,Power Failure
2,0.1975193300526981,-0.205950146056333,-0.2832300251548608,0.2220097679275974,1,No Failure
2,-0.7524053088724167,-0.9473598877173782,1.9981795413210592,-1.9849564622786415,1,No Failure
2,0.8974638008396503,0.4680587099991834,-0.6123331166513871,0.793814654844668,1,No Failure
1,-0.1524529053407637,-0.5429545740840913,-0.339010210154272,-0.1190668312860946,1,No Failure
1,0.1975193300526981,-0.2733510316618617,-0.8521879121488555,1.6966644762926748,1,No Failure
1,-1.0523815106382577,-1.4865669725617991,-0.4449925616531534,0.6934980080171117,1,No Failure
2,-0.9023934097553372,-1.149562544534041,-0.3501662471541543,0.3524214088034203,1,No Failure
1,-1.3523577124040698,-0.9473598877173782,-0.5175068021523881,1.014511277865292,1,No Failure
1,-0.652413241617146,0.1310542819714251,-0.9804823376475014,0.5530547024585329,1,No Failure
0,1.1474439689778415,1.0746666804491714,-0.5453968946520936,1.3957145358100058,1,No Failure
1,-0.1024568717131141,-0.2733510316618617,-0.5119287836524469,0.312294750072398,1,No Failure
1,1.847388439764765,1.8160764221102164,-1.1366668556458528,1.1148279246928483,1,No Failure
1,-0.2524449725960345,-0.7451572309007539,-0.1047334331567447,-0.1692251546998727,1,No Failure
2,1.6974003388818448,1.950878193321312,-0.651379246150975,-0.0087185197757825,1,No Failure
2,0.397503464563268,-0.205950146056333,0.7877495268338351,-1.1824232876581913,1,No Failure
2,0.4474994981908892,0.1310542819714251,-0.0322191926575101,-0.1892884840653836,1,No Failure
1,-1.7523259814251813,-1.6887696293784618,-0.5342408576522114,0.1818831091965743,1,No Failure
2,1.0474519017225707,-0.0037474892396704,-1.0251064856470304,0.5129280437275106,0,Heat Dissipation Failure
2,-1.3523577124040698,-1.149562544534041,0.6594551013351894,-0.8915050118582778,1,No Failure
1,-1.4523497796593403,-1.082161658928512,-0.0545312666572746,0.0414398036379956,1,No Failure
0,-0.1024568717131141,-0.4755536884785243,0.3136179543388396,-0.7911883650307214,1,No Failure
1,-0.9523894433829584,-0.8799590021118496,0.8044835823336586,-1.0921383055133904,1,No Failure
2,1.0974479353501918,0.5354595956047504,-0.7294715051501508,0.6834663433343559,1,No Failure
1,-0.7024092752447672,-0.1385492604507661,-0.2330278586553906,0.1618197798310635,1,No Failure
0,-0.9523894433829584,-1.5539678581673662,-0.9079680971482668,1.626442823513386,1,No Failure
1,-0.452429107106576,0.4006578243936547,1.4347996728270056,-1.403119910678815,1,No Failure
1,-0.7524053088724167,-0.677756345295187,-0.4505705801530945,0.4828330496792433,1,No Failure
2,-0.3024410062236841,-0.61035545968962,-1.041840541146854,0.4728013849964882,1,No Failure
1,0.2975113973079973,0.0636533963658965,-0.2441838956552729,0.2320414326103524,1,No Failure
2,-0.5024251407342256,0.2658560531825208,0.4809585093370733,-0.2896051308929399,1,No Failure
1,0.1475232964250769,-0.1385492604507661,-0.4951947281526235,1.506062847320318,1,No Failure
1,-1.1523735778935282,-0.61035545968962,0.1351213623407235,-0.0689085078723164,1,No Failure
1,0.3475074309356185,1.5464728796880252,0.9829801743317744,-1.32286659321677,1,No Failure
0,-0.7024092752447672,-0.3407519172674287,0.2522597508394872,-0.8212833590789884,1,No Failure
1,-0.4024330734789548,-1.0147607733229451,-0.562130950151917,0.663403013968845,1,No Failure
1,1.847388439764765,1.950878193321312,-0.205137766155685,0.0514714683207514,1,No Failure
0,-1.1523735778935282,-1.958373171800653,1.763902764323532,-1.754228174575262,1,No Failure
1,-0.2524449725960345,-0.0037474892396704,-1.058574596646677,1.2753345596169388,1,No Failure
1,-0.5024251407342256,-0.8799590021118496,3.956064034800394,-2.326033061492333,1,No Failure
1,0.1475232964250769,0.1984551675769921,0.921621970832422,-1.052011646782368,1,No Failure
1,-1.1523735778935282,-0.5429545740840913,-0.9693263006476192,1.8672027758995209,1,No Failure
1,-1.4523497796593403,-1.4191660869562706,-0.2386058771553318,0.4728013849964882,1,No Failure
1,0.397503464563268,1.3442702228713626,-0.919124134148149,1.024542942548048,1,No Failure
1,-1.252365645148799,-0.9473598877173782,0.7375473603343651,-1.0620433114651238,1,No Failure
2,-0.652413241617146,-0.205950146056333,-0.9860603561474424,1.0546379365963146,1,No Failure
1,-0.1024568717131141,-0.205950146056333,-0.3111201176545664,-0.0388135138240491,1,No Failure
1,-0.8523973761276875,-1.082161658928512,-0.2720739881549785,0.1718514445138192,1,No Failure
2,0.5474915654461884,0.3332569387880877,0.3582421023383685,-0.7410300416169433,1,No Failure
1,-0.9023934097553372,-0.677756345295187,0.6259869903355426,-0.8513783531272554,1,No Failure
2,0.5474915654461884,0.8050631380269416,-0.7350495236500919,1.3054295536652054,1,No Failure
1,-1.1023775442658783,-0.8125581165062826,0.2243696583397816,-0.7109350475686768,1,No Failure
1,1.847388439764765,1.8834773077157836,-0.5677089686518582,1.1348912540583591,1,No Failure
2,0.3475074309356185,0.8724640236325086,0.1295433438407824,-0.2896051308929399,1,No Failure
1,-0.3524370398513052,-0.9473598877173782,-1.2538052441446166,0.8239096488929353,1,No Failure
1,0.8974638008396503,0.4680587099991834,0.06818514034143,-0.2294151427964059,1,No Failure
2,-1.2023696115211493,-0.7451572309007539,-0.5900210426516227,0.3223264147551537,1,No Failure
1,0.6474836327014591,0.8724640236325086,-0.1660916366560971,0.252104761975864,1,No Failure
2,-0.6024172079894964,-0.0711483748452374,-0.690425375650563,1.3254928830307169,1,No Failure
1,-0.9023934097553372,-0.8799590021118496,0.3693981393382508,-1.0620433114651238,1,No Failure
2,-0.7524053088724167,-0.4755536884785243,-0.2274498401554495,-0.5403967479618307,1,No Failure
1,0.4474994981908892,0.4680587099991834,-0.1214674886565681,0.1718514445138192,1,No Failure
1,-0.652413241617146,0.1310542819714251,-0.7517835791499152,1.034574607230803,1,No Failure
2,0.5474915654461884,0.4006578243936547,-0.6123331166513871,1.2753345596169388,1,No Failure
1,0.0975272627974273,1.209468451660267,1.445955709826888,-1.6840065217959728,1,No Failure
2,1.1474439689778415,0.9398649092380372,-1.0808866706464415,0.7637196607964014,1,No Failure
1,-0.652413241617146,-0.2733510316618617,0.7040792493347183,-0.8915050118582778,1,No Failure
1,-0.452429107106576,-1.149562544534041,-1.3040074106440869,2.1480893870166784,1,No Failure
1,1.0974479353501918,0.4680587099991834,0.1574334363404881,-0.3598267836722296,1,No Failure
2,-1.0023854770106078,-0.9473598877173782,-1.588486354141084,1.5863161647823627,1,No Failure
2,-0.8024013425000663,-0.4755536884785243,-0.829875838149091,1.3656195417617392,1,No Failure
0,-0.5524211743618752,-1.0147607733229451,-0.690425375650563,1.4057462004927617,1,No Failure
1,-0.8523973761276875,-0.4081528028729957,-0.3947903951536833,0.6232763552378227,1,No Failure
1,-1.2023696115211493,-1.149562544534041,-0.6402232091510928,1.3957145358100058,1,No Failure
2,-0.4024330734789548,-0.61035545968962,-0.1995597476557439,-0.530365083279075,1,No Failure
0,0.2475153636803477,1.3442702228713626,-0.913546115648208,0.3223264147551537,1,No Failure
1,0.397503464563268,-0.4081528028729957,-0.2776520066549197,-0.159193490017117,1,No Failure
1,0.1475232964250769,1.0072657948436043,-0.5175068021523881,0.5028963790447548,1,No Failure
1,1.1474439689778415,1.3442702228713626,-0.785251690149562,0.3323580794379088,1,No Failure
2,1.0974479353501918,1.1420675660547,-0.4059464321535655,0.90416296635498,1,No Failure
1,0.0475312291698062,-0.5429545740840913,1.362285432327771,-1.272708269802992,1,No Failure
2,1.6974003388818448,1.1420675660547,0.8435297118332464,-0.5103017539135641,1,No Failure
1,0.1475232964250769,0.737662252421413,0.7654374528340707,-1.1422966289271683,1,No Failure
1,-0.5524211743618752,0.0636533963658965,-0.9916383746473836,1.1750179127893825,1,No Failure
2,-0.652413241617146,-0.0037474892396704,-0.1103114516566859,-0.1892884840653836,1,No Failure
1,-1.1523735778935282,-0.61035545968962,0.1295433438407824,-0.3197001249412072,1,No Failure
1,-0.4024330734789548,-0.61035545968962,-0.3947903951536833,0.5630863671412888,1,No Failure
1,0.2975113973079973,-0.0037474892396704,-0.1549355996562149,-0.3096684602584514,1,No Failure
1,0.0475312291698062,0.0636533963658965,0.6204089718356014,-0.8413466884444997,1,No Failure
1,-1.252365645148799,-0.9473598877173782,0.865841785833011,-1.2927715991685031,1,No Failure
2,0.1975193300526981,-0.0711483748452374,-0.690425375650563,-0.8212833590789884,1,No Failure
0,1.6974003388818448,1.2768693372657955,-0.7629396161497976,1.0044796131825364,1,No Failure
2,-0.9523894433829584,-1.4191660869562706,-1.3151634476439689,1.3957145358100058,1,No Failure
1,-1.3023616787764485,-0.8125581165062826,-0.5119287836524469,1.8170444524857428,1,No Failure
0,-0.4024330734789548,0.4006578243936547,-0.5844430241516816,0.8439729782584461,1,No Failure
1,-1.3523577124040698,-1.2843643157451363,0.1518554178405469,-0.4300484364515186,1,No Failure
2,-0.0524608380854929,0.9398649092380372,-1.1255108186459706,1.4859995179548064,1,No Failure
1,-0.8024013425000663,-0.9473598877173782,-0.3445882286542132,0.4025797322171985,1,No Failure
2,0.6974796663290803,0.1984551675769921,0.3972882318379565,-1.0921383055133904,1,No Failure
1,-0.652413241617146,-0.0711483748452374,-0.7517835791499152,0.7135613373826232,1,No Failure
1,0.1475232964250769,-0.0711483748452374,0.1741674918403114,-0.6005867360583647,1,No Failure
1,1.3474281034883828,0.3332569387880877,0.5757848238360724,-0.9216000059065448,1,No Failure
1,-0.4024330734789548,-1.149562544534041,-0.7183154681502685,0.3022630853896422,1,No Failure
2,0.2975113973079973,0.1310542819714251,-0.0377972111574512,-0.1290984959688496,1,No Failure
1,-0.6024172079894964,-0.61035545968962,-0.556552931651976,-0.0789401725550715,1,No Failure
1,0.5474915654461884,0.8050631380269416,0.0904972143411945,-0.4701750951825417,1,No Failure
1,1.6474043052542235,0.9398649092380372,-0.160513618156156,-0.269541801527429,1,No Failure
0,0.4974955318185388,1.4790719940824582,-0.2776520066549197,0.0314081389552398,1,No Failure
2,0.3475074309356185,0.1984551675769921,0.6706111383350716,-1.021916652734101,1,No Failure
1,0.8474677672120007,0.602860481210279,0.5423167128364257,-0.8714416824927665,1,No Failure
1,1.1974400026054626,0.1984551675769921,-0.3334321916543309,-0.3798901130377404,1,No Failure
2,-0.5524211743618752,0.0636533963658965,-0.3055420991546252,0.0414398036379956,1,No Failure
1,0.0975272627974273,-0.3407519172674287,-1.0195284671470892,1.1148279246928483,1,No Failure
1,1.8973844733924148,1.6812746508991208,-0.9302801711480312,0.5731180318240445,1,No Failure
1,-1.3023616787764485,-1.0147607733229451,-0.294386062154743,0.8640363076239577,1,No Failure
1,-0.6024172079894964,-0.0711483748452374,0.0626071218414889,-0.1190668312860946,1,No Failure
1,1.6474043052542235,1.209468451660267,1.6913885238242974,-1.5535948809201496,1,No Failure
2,1.2974320698607618,0.1310542819714251,6.343455952775195,-2.927932942457671,3,Power Failure
1,-0.1024568717131141,-0.3407519172674287,1.1168526183303615,-1.2526449404374806,1,No Failure
2,0.0975272627974273,0.0636533963658965,0.4474903983374266,-0.8714416824927665,1,No Failure
0,0.3475074309356185,-0.2733510316618617,-0.829875838149091,0.8540046429412019,1,No Failure
2,-0.0524608380854929,-0.5429545740840913,0.8044835823336586,-0.9516949999548118,1,No Failure
2,-0.8523973761276875,-1.4865669725617991,-0.2999640806546841,0.2019464385620858,1,No Failure
0,-1.1023775442658783,-0.5429545740840913,0.6092529348357192,-0.7009033828859209,1,No Failure
1,-0.4024330734789548,-1.082161658928512,-0.4115244506535067,-0.5002700892308083,1,No Failure
1,0.5474915654461884,0.737662252421413,-0.1716696551560383,0.1517881151483077,1,No Failure
2,-0.652413241617146,-0.3407519172674287,-0.8075637641493265,0.6032130258723112,1,No Failure
2,-0.3024410062236841,-0.8799590021118496,-0.2888080436548019,1.265302894934183,1,No Failure
1,-0.4024330734789548,0.2658560531825208,0.4028662503378976,-0.3598267836722296,1,No Failure
2,0.2475153636803477,1.3442702228713626,2.489045169315878,-2.075241444423442,1,No Failure
1,-1.252365645148799,-1.149562544534041,-0.5677089686518582,0.2320414326103524,1,No Failure
2,0.3475074309356185,0.3332569387880877,0.3080399358388984,-0.9015366765410336,1,No Failure
0,1.3474281034883828,0.2658560531825208,-1.3040074106440869,1.5261261766858294,0,Heat Dissipation Failure
0,-0.5024251407342256,-0.8799590021118496,2.238034336818528,-2.015051456326909,1,No Failure
2,-0.1024568717131141,-0.61035545968962,-1.0251064856470304,1.676601146927164,1,No Failure
2,1.2974320698607618,1.4116711084769296,2.5727154468149958,-1.814418162671796,1,No Failure
2,-1.6023378805422608,-1.6887696293784618,-0.383634358153801,0.5931813611895553,1,No Failure
1,0.8474677672120007,0.4006578243936547,0.6761891568350127,-1.1322649642444131,1,No Failure
1,1.3474281034883828,1.4790719940824582,0.1853235288401937,-0.5604600773273423,1,No Failure
2,0.4474994981908892,-0.205950146056333,-0.8075637641493265,0.8840996369894685,1,No Failure
0,0.397503464563268,0.4006578243936547,-0.4115244506535067,0.4126113968999543,1,No Failure
1,0.0475312291698062,-0.2733510316618617,0.1462773993406058,-0.5203334185963199,1,No Failure
2,-0.9523894433829584,-0.8799590021118496,-0.9860603561474424,0.964352954451514,1,No Failure
1,-1.5523418469146395,-1.5539678581673662,0.6371430273354248,-0.4099851070860077,1,No Failure
2,-0.9523894433829584,-1.4191660869562706,1.228412988329184,-1.1422966289271683,1,No Failure
1,1.1474439689778415,1.0746666804491714,0.7040792493347183,-0.570491742010098,1,No Failure
1,1.6974003388818448,1.950878193321312,-0.8354538566490322,1.4157778651755175,1,No Failure
1,1.0974479353501918,0.602860481210279,-0.0433752296573924,-0.2494784721619175,1,No Failure
1,-0.1024568717131141,-0.4081528028729957,4.000688182799923,-2.416318043637134,1,No Failure
1,0.1475232964250769,-0.2733510316618617,-1.186869022145323,1.2452395655686714,1,No Failure
1,1.847388439764765,1.5464728796880252,-1.058574596646677,1.104796260010093,1,No Failure
1,-0.4024330734789548,-0.7451572309007539,-0.9525922451477956,0.723593002065379,1,No Failure
2,0.4474994981908892,-0.0037474892396704,-0.6848473571506217,0.663403013968845,1,No Failure
1,-1.0023854770106078,-1.6213687437728947,-0.4951947281526235,0.8740679723067134,1,No Failure
1,0.1975193300526981,0.0636533963658965,-0.1995597476557439,0.2220097679275974,1,No Failure
2,0.0975272627974273,1.0746666804491714,-0.1437795626563326,0.081566462369018,1,No Failure
0,0.0975272627974273,-0.205950146056333,-0.3111201176545664,0.382516402851687,1,No Failure
2,0.0475312291698062,-0.205950146056333,-1.0641526151466183,1.736791135023697,1,No Failure
1,-1.2023696115211493,-1.149562544534041,0.3136179543388396,-0.570491742010098,1,No Failure
0,-0.3024410062236841,-0.9473598877173782,0.0179829738419599,0.1818831091965743,1,No Failure
1,2.0973686079029563,2.2204817357435416,0.7208133048345416,-0.4300484364515186,1,No Failure
0,0.4474994981908892,1.2768693372657955,-0.1437795626563326,-0.1993201487481394,1,No Failure
1,0.0475312291698062,1.0072657948436043,-0.2218718216555084,0.3423897441206646,1,No Failure
2,2.047372574275335,2.2204817357435416,-0.3278541731543898,-0.159193490017117,1,No Failure
1,-1.3023616787764485,-0.5429545740840913,-0.6179111351513282,-0.1190668312860946,1,No Failure
0,1.4474201707436536,1.5464728796880252,1.2005228958294785,-1.3128349285340146,1,No Failure
1,-1.252365645148799,-0.9473598877173782,-0.8856560231485022,1.3555878770789835,1,No Failure
2,1.1474439689778415,0.8050631380269416,1.6913885238242974,-1.6137848690166836,1,No Failure
1,0.6974796663290803,0.4006578243936547,-0.3222761546544486,-0.2394468074791617,1,No Failure
2,-0.7524053088724167,-1.3517652013507035,0.9718241373318924,-1.4231832400443265,1,No Failure
2,-0.8024013425000663,-0.3407519172674287,-0.3055420991546252,0.1718514445138192,1,No Failure
1,0.1975193300526981,0.737662252421413,-0.2888080436548019,-0.2595101368446733,1,No Failure
1,2.147364641530606,2.2204817357435416,1.317661284328242,-1.5134682221891271,1,No Failure
1,-1.2023696115211493,-0.677756345295187,-0.2888080436548019,0.5430230377757772,1,No Failure
1,-0.3024410062236841,-0.61035545968962,2.3328606513175267,-1.7943548333062846,1,No Failure
2,-1.2023696115211493,-1.149562544534041,0.1574334363404881,-0.5403967479618307,1,No Failure
0,0.7974717335843795,0.4680587099991834,-0.696003394150504,1.1750179127893825,1,No Failure
1,-0.6024172079894964,-1.082161658928512,-0.7685176346497387,0.7336246667481341,1,No Failure
1,-0.0524608380854929,0.8724640236325086,1.4682677838266525,-1.5636265456029053,1,No Failure
